problem,obs,metric,g0,g1,g2,g3,real_goal,pred_goal,correct
output/hanoi_gr2/,1.0,KL,0.5159541004542068,0.5159541004543298,5.093495135582859,7.853415630610945,0,0,True
output/hanoi_gr3/,0.1,MaxUtil,-0.025599999999999953,-0.0016383999999993195,-0.06399999999999935,-0.1599999999999923,0,3,False
output/hanoi_gr3/,0.1,DP,-1.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr3/,0.1,KL,0.6415460290875235,2.1699250014406943,3.0443941193584507,3.044394119358513,0,0,True
output/hanoi_gr3/,0.3,MaxUtil,-0.08959999999999983,-0.003276452886007994,-0.0895999902467435,-0.22399999022670028,0,3,False
output/hanoi_gr3/,0.3,DP,-2.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr3/,0.3,KL,0.5210419793356262,2.1700438663792294,3.164898410915341,3.1648982521266014,0,0,True
output/hanoi_gr3/,0.5,MaxUtil,-1.223999999999999,-0.004660983004797721,-0.036739042862396216,-0.09290277373374786,0,0,True
output/hanoi_gr3/,0.5,DP,-3.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr3/,0.5,KL,0.5612099958768894,2.219132384523972,3.342384815272632,3.194409504577106,0,0,True
output/hanoi_gr3/,0.7,MaxUtil,-1.2495999999999992,-0.006299383004797041,-0.10073904286239556,-0.25290277373374015,0,0,True
output/hanoi_gr3/,0.7,DP,-4.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr3/,0.7,KL,0.5812940041795479,2.2068305387531524,3.2678871412940866,3.156905658272458,0,0,True
output/hanoi_gr3/,1.0,MaxUtil,-1.6495999999999986,-0.00783349066899648,-0.1045063687088526,-0.26257137415226495,0,0,True
output/hanoi_gr3/,1.0,DP,-5.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr3/,1.0,KL,0.5451427892603838,2.2114307413644823,3.290009672679708,3.196838236817188,0,0,True
output/hanoi_gr4/,0.1,MaxUtil,-0.06399999999999988,-0.00152989466060667,-0.024775913178953383,-0.025365460442431972,0,0,True
output/hanoi_gr4/,0.1,DP,-1.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr4/,0.1,KL,0.4005379295837291,2.2473854746028437,3.3222845034336785,3.2959017227048375,0,0,True
output/hanoi_gr4/,0.3,MaxUtil,-1.0639999999999994,-0.002544477998345054,-0.024863923375812835,-0.025600354362295335,0,0,True
output/hanoi_gr4/,0.3,DP,-2.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr4/,0.3,KL,0.5210419792977674,2.3454706791407367,4.4296118351160105,4.224992669378595,0,0,True
output/hanoi_gr4/,0.5,MaxUtil,-0.5702399999999994,-0.004101780954039591,-0.1675286451352972,-0.16986564070172036,0,0,True
output/hanoi_gr4/,0.5,DP,-3.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr4/,0.5,KL,0.48087396275164956,2.317532099248441,4.068952937841968,3.569459181489639,0,0,True
output/hanoi_gr4/,0.7,MaxUtil,-1.499839999999999,-0.0070202686512745565,-0.24949934161119067,-0.251533677505996,0,0,True
output/hanoi_gr4/,0.7,DP,-5.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr4/,0.7,KL,0.4969411693700968,2.2747730332789957,4.126196003057119,3.7742261216457136,0,0,True
output/hanoi_gr4/,1.0,MaxUtil,-1.6598399999999986,-0.008284656606355568,-0.2563839802051016,-0.25946571450631106,0,0,True
output/hanoi_gr4/,1.0,DP,-6.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr4/,1.0,KL,0.5210419793230007,2.3022440324028444,4.018408919170771,3.700458668693908,0,0,True
output/hanoi_gr5/,0.1,MaxUtil,-0.15999999999999978,-0.0007875882360430433,-0.003032544383419449,-0.0003751736010720072,0,0,True
output/hanoi_gr5/,0.1,DP,-1.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr5/,0.1,KL,0.6415460290852082,2.9345538498134167,2.2021058956936677,3.8354557644163108,0,0,True
output/hanoi_gr5/,0.3,MaxUtil,-1.0296959999999995,-0.012359740407251022,-0.013525425837633286,-0.02977026121421592,0,0,True
output/hanoi_gr5/,0.3,DP,-3.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr5/,0.3,KL,0.7103629819668288,3.071393619064166,2.9321321068361663,3.206592190709138,0,0,True
output/hanoi_gr5/,0.5,MaxUtil,-1.0399359999999993,-0.01645574001217092,-0.01762142235319828,-0.04001026119996644,0,0,True
output/hanoi_gr5/,0.5,DP,-4.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr5/,0.5,KL,0.6329067188707798,3.124895800095482,3.0204499077780147,3.2262946981862086,0,0,True
output/hanoi_gr5/,0.7,MaxUtil,-0.6383359999999992,-0.016782943697181144,-0.022502659608438298,-0.037874303241923125,0,0,True
output/hanoi_gr5/,0.7,DP,-5.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr5/,0.7,KL,0.5382313413451504,3.036311837052149,2.585273066605056,3.624265201716047,0,0,True
output/hanoi_gr5/,1.0,MaxUtil,-1.6639359999999987,-0.01890268410443218,-0.025788085446071668,-0.042044564456139084,0,0,True
output/hanoi_gr5/,1.0,DP,-7.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr5/,1.0,KL,0.5677498233906424,3.050192274727827,2.6683382191679033,3.5281012087641708,0,0,True
output/hanoi_gr6/,0.1,MaxUtil,-1.0016383999999994,-0.0,-0.12973566582617843,-1.2097143493697762e-09,0,0,True
output/hanoi_gr6/,0.1,DP,-2.0,0.0,-1.0,0.0,0,0,True
output/hanoi_gr6/,0.1,KL,0.5210418167224977,,1.299547764643565,8.885241999600966,0,0,True
output/hanoi_gr6/,0.3,MaxUtil,-0.4647140802559995,-9.253182460410345e-07,-0.2227035233838887,-1.4000165022420215e-06,0,0,True
output/hanoi_gr6/,0.3,DP,-5.0,0.0,-5.0,0.0,0,2,False
output/hanoi_gr6/,0.3,KL,0.49694115946078493,3.5729724750632554,0.6715251605256365,3.3508690529345784,0,0,True
output/hanoi_gr6/,0.5,MaxUtil,-1.0749634754969593,-3.0375234537253003e-06,-0.2030607413231383,-3.546089101247849e-06,0,0,True
output/hanoi_gr6/,0.5,DP,-8.0,0.0,-7.0,0.0,0,0,True
output/hanoi_gr6/,0.5,KL,0.5015270301431203,2.790184450679801,0.6961535235418621,6.041775981983072,0,0,True
output/hanoi_gr6/,0.7,MaxUtil,-0.6659608631705591,-1.8756404454261992e-06,-0.32795030604382824,-2.4385486848673736e-06,0,0,True
output/hanoi_gr6/,0.7,DP,-11.0,0.0,-9.0,0.0,0,0,True
output/hanoi_gr6/,0.7,KL,0.5178042279658295,4.345995970494952,0.7173358790622263,7.350109931953051,0,0,True
output/hanoi_gr6/,1.0,MaxUtil,-1.6666648770969585,-3.039037776664055e-06,-0.4567515857964066,-3.906020722877246e-06,0,0,True
output/hanoi_gr6/,1.0,DP,-15.0,0.0,-12.0,0.0,0,0,True
output/hanoi_gr6/,1.0,KL,0.5186676054679557,3.989957147556852,0.7687916100937285,6.143696584018664,0,0,True
output/hanoi_gr7/,0.1,MaxUtil,-1.1599999999999993,-0.0,-0.0,-0.20864632145212358,0,0,True
output/hanoi_gr7/,0.1,DP,-2.0,0.0,0.0,0.0,0,0,True
output/hanoi_gr7/,0.1,KL,0.6415460050253642,,,2.0149024294068227,0,0,True
output/hanoi_gr7/,0.3,MaxUtil,-0.07835546157055985,-2.123343069271376e-06,-2.1117017320012883e-06,-0.07835546157055985,0,3,False
output/hanoi_gr7/,0.3,DP,-5.0,0.0,0.0,-5.0,0,3,False
output/hanoi_gr7/,0.3,KL,0.5139189488715192,1.9965845724534086,19.95648971537937,0.5139189486449678,0,3,False
output/hanoi_gr7/,0.5,MaxUtil,-1.1043097124863992,-1.1358576321933944e-06,-1.1937605437728176e-06,-0.24895603393892782,0,0,True
output/hanoi_gr7/,0.5,DP,-8.0,0.0,0.0,-7.0,0,0,True
output/hanoi_gr7/,0.5,KL,0.521041973284122,4.576796088968941,16.720584440479126,0.6991400672565646,0,0,True
output/hanoi_gr7/,0.7,MaxUtil,-1.6619041218559987,-1.3594506971743692e-06,-1.4255295606909426e-06,-0.47044607433253927,0,0,True
output/hanoi_gr7/,0.7,DP,-11.0,0.0,0.0,-8.0,0,0,True
output/hanoi_gr7/,0.7,KL,0.5100870613248489,4.4299352573374655,15.259072067638614,0.8382468418941064,0,0,True
output/hanoi_gr7/,1.0,MaxUtil,-1.6666648770969585,-3.5084885036864472e-06,-3.5988238142142777e-06,-0.47520682957349925,0,0,True
output/hanoi_gr7/,1.0,DP,-15.0,0.0,0.0,-12.0,0,0,True
output/hanoi_gr7/,1.0,KL,0.5186676326197613,3.9033773181242353,11.544486111697724,0.7593181383169786,0,0,True
output/hanoi_gr8/,0.1,MaxUtil,-0.004102710886399991,-0.004102710886399991,-1.0610106787828457e-06,-1.0736921958097319e-06,0,1,False
output/hanoi_gr8/,0.1,DP,-2.0,-2.0,0.0,0.0,0,1,False
output/hanoi_gr8/,0.1,KL,0.5210419793168957,0.5210419793107601,2.1826526925691585,6.876195727837072,0,1,False
output/hanoi_gr8/,0.3,MaxUtil,-0.17461492121599975,-0.07861492121283353,-7.344130708824383e-07,-1.1312654629142445e-06,0,0,True
output/hanoi_gr8/,0.3,DP,-5.0,-4.0,0.0,0.0,0,0,True
output/hanoi_gr8/,0.3,KL,0.5451427892751596,0.8095284082702223,26.911900882776184,7.330209653109921,0,0,True
output/hanoi_gr8/,0.5,MaxUtil,-0.09601593245695982,-0.09601593245695982,-2.8691655652516454e-06,-3.3117988134990973e-06,0,1,False
output/hanoi_gr8/,0.5,DP,-8.0,-8.0,0.0,0.0,0,1,False
output/hanoi_gr8/,0.5,KL,0.5316530915223474,0.5316530915241988,2.181828593012859,9.964320031952756,0,0,True
output/hanoi_gr8/,0.7,MaxUtil,-1.6291696998809586,-0.35701129410773424,-2.197927136323008e-06,-3.2000223075391195e-06,0,0,True
output/hanoi_gr8/,0.7,DP,-11.0,-8.0,0.0,0.0,0,0,True
output/hanoi_gr8/,0.7,KL,0.5178040455531818,0.8159097206391347,14.21184375697312,6.618221136321822,0,0,True
output/hanoi_gr8/,1.0,MaxUtil,-1.6666648770969585,-0.3945064713237342,-2.9323402072054463e-06,-4.261660769319597e-06,0,0,True
output/hanoi_gr8/,1.0,DP,-15.0,-12.0,0.0,0.0,0,0,True
output/hanoi_gr8/,1.0,KL,0.5186674945593791,0.7372783229572021,12.269116156867108,9.209533268693503,0,0,True
output/hanoi_gr9/,0.1,MaxUtil,-1.0040959999999994,-1.890376351617346e-15,-0.16408025434475115,-6.162240977127223e-20,0,0,True
output/hanoi_gr9/,0.1,DP,-2.0,0.0,-2.0,0.0,0,2,False
output/hanoi_gr9/,0.1,KL,0.6415405958975509,21.279301517656094,0.7406301611514494,35.23743763130888,0,0,True
output/hanoi_gr9/,0.3,MaxUtil,-1.2257432575999991,-7.753529103280205e-08,-0.2897275119446881,-2.6978757497937624e-08,0,0,True
output/hanoi_gr9/,0.3,DP,-5.0,0.0,-3.0,0.0,0,0,True
output/hanoi_gr9/,0.3,KL,0.5451406157285151,8.772207152760817,0.8491620610761836,8.555690245084097,0,0,True
output/hanoi_gr9/,0.5,MaxUtil,-1.186641823170559,-2.248412496491368e-06,-0.2506260775152482,-2.174600083295786e-06,0,0,True
output/hanoi_gr9/,0.5,DP,-8.0,0.0,-6.0,0.0,0,0,True
output/hanoi_gr9/,0.5,KL,0.5919037577914774,3.8465941022511503,0.7819171612611007,3.8205236070407453,0,0,True
output/hanoi_gr9/,0.7,MaxUtil,-1.6522842497023986,-2.248409419099946e-06,-0.38023599636929134,-2.174591091515008e-06,0,0,True
output/hanoi_gr9/,0.7,DP,-11.0,0.0,-8.0,0.0,0,0,True
output/hanoi_gr9/,0.7,KL,0.5319959043297634,5.4322448047291845,0.8310926395700128,5.178465267782676,0,0,True
output/hanoi_gr9/,1.0,MaxUtil,-1.6666648770969585,-3.6596570487652904e-06,-0.3946166237638513,-3.592682604428389e-06,0,0,True
output/hanoi_gr9/,1.0,DP,-15.0,0.0,-12.0,0.0,0,0,True
output/hanoi_gr9/,1.0,KL,0.5186669108461904,6.585575841457457,0.7380045167125665,7.963279496757194,0,0,True
output/hanoi_gr10/,0.1,MaxUtil,-0.4102399999999996,-0.0001406228910861961,-7.101662140726759e-07,-0.02625535999999995,0,0,True
output/hanoi_gr10/,0.1,DP,-2.0,0.0,0.0,-2.0,0,3,False
output/hanoi_gr10/,0.1,KL,0.6415460290875232,9.478136781413493,2.5026247189783764,0.6415460290875235,0,0,True
output/hanoi_gr10/,0.3,MaxUtil,-1.2240419430399991,-0.06400040094827426,-1.189862714721175e-06,-0.07833868435455985,0,0,True
output/hanoi_gr10/,0.3,DP,-4.0,0.0,0.0,-4.0,0,3,False
output/hanoi_gr10/,0.3,KL,0.4820121788563055,6.969338768224457,3.9478840732050564,0.4820121788563054,0,3,False
output/hanoi_gr10/,0.5,MaxUtil,-1.6512383999999987,-0.008060944225702693,-1.1926021743734914e-06,-0.1056792575999998,0,0,True
output/hanoi_gr10/,0.5,DP,-6.0,0.0,0.0,-6.0,0,3,False
output/hanoi_gr10/,0.5,KL,0.5210419793356259,8.252657607561508,3.833470727721741,0.5210419793356261,0,0,True
output/hanoi_gr10/,0.7,MaxUtil,-1.6403414015999989,-0.1375537194825329,-4.463823362819066e-06,-0.1049818497023998,0,0,True
output/hanoi_gr10/,0.7,DP,-9.0,0.0,0.0,-9.0,0,3,False
output/hanoi_gr10/,0.7,KL,0.5344313181969479,6.356273983722063,3.145572762232335,0.5344313181969448,0,3,False
output/hanoi_gr10/,1.0,MaxUtil,-1.6666387046399986,-0.22686873061164756,-6.677833234066658e-06,-0.10666487709695979,0,0,True
output/hanoi_gr10/,1.0,DP,-12.0,0.0,0.0,-12.0,0,3,False
output/hanoi_gr10/,1.0,KL,0.508032045842519,5.758177356849429,3.035946440580172,0.5080320458425168,0,3,False
